"type","value","count","flag"
"top_twitterer","GenomicsRR",7305,"none"
"top_twitterer","Paul_Sonnier",1097,"none"
"top_twitterer","EricTopol",849,"none"
"top_twitterer","illumina",844,"none"
"top_twitterer","NoSQLDigest",756,"none"
"top_twitterer","cathcoste",703,"none"
"top_twitterer","SeqComplete",681,"none"
"top_twitterer","Genomicswatch",651,"none"
"top_twitterer","Primary_Immune1",640,"none"
"top_twitterer","SNRTG",582,"none"
"top_twitterer","DrKhouryCDC",570,"none"
"top_twitterer","ScienceWatchout",566,"none"
"top_twitterer","westr",534,"none"
"top_twitterer","David_Dobbs",530,"none"
"top_hashtag","RareDisease",691,"none"
"top_hashtag","Cancer",447,"none"
"top_hashtag","PrecisionMedicine",406,"none"
"top_hashtag","biotech",379,"none"
"top_hashtag","bioinformatics",372,"none"
"top_hashtag","DigitalHealth",369,"none"
"top_hashtag","IBMWatson",272,"none"
"top_hashtag","healthcare",217,"none"
"top_hashtag","NGS",188,"none"
"top_hashtag","SNRTG",187,"none"
"top_hashtag","ASCO15",172,"none"
"top_hashtag","iPhone",126,"none"
"top_hashtag","BoG15",118,"none"
"top_hashtag","dnaspectrum",113,"none"
"tag","ASCO15",172,"conference"
"tag","BoG15",118,"conference"
"tag","CROPS2015",79,"conference"
"tag","nanoporeconf",70,"conference"
"tag","GBCGF2015",66,"conference"
"tag","SFAF2015",34,"conference"
"tag","AAI2015",32,"conference"
"tag","ATA2015",32,"conference"
"tag","ehw15",28,"conference"
"tag","asm2015",26,"conference"
"tag","AUA15",22,"conference"
"tag","crops15",17,"conference"
"tag","eHC15",17,"conference"
"tag","ABPHM15",15,"conference"
"tag","DID15",15,"conference"
"tag","HT15",15,"conference"
"tag","MLAnet15",15,"conference"
"tag","ATS2015",14,"conference"
"tag","PrimaryCare15",14,"conference"
"tag","BiCG15",13,"conference"
"tag","TCGA15",12,"conference"
"tag","IMFAR2015",11,"conference"
"tag","GE2015",10,"conference"
"tag","ACR2015",9,"conference"
"tag","CGD15",9,"conference"
"tag","cbdst2015",8,"conference"
"tag","مؤتمر_الطب_الشخصي2015",8,"conference"
"tag","BodenCAG15",7,"conference"
"tag","csummit15",7,"conference"
"tag","DataPowerConf",7,"conference"
"tag","ehealthweek15",7,"conference"
"tag","ESHG2015",7,"conference"
"tag","HTC2015",7,"conference"
"tag","StratMed2015",7,"conference"
"tag","BioSB2015",6,"conference"
"tag","GPRINDIA2015",6,"conference"
"tag","NGSUS15",6,"conference"
"tag","AGBT15",5,"conference"
"tag","AGTA15",5,"conference"
"tag","beings2015",5,"conference"
"tag","BioIT15",5,"conference"
"tag","CHIWPC15",5,"conference"
"tag","DeepLife15",5,"conference"
"tag","DHL2015",5,"conference"
"tag","GSAus2015",5,"conference"
"tag","immunology2015",5,"conference"
"tag","IPG2015",5,"conference"
"tag","MHAW15",5,"conference"
"tag","NYepi15",5,"conference"
"tag","oc15europe",5,"conference"
"tag","Medicine",109,"mesh"
"tag","research",93,"mesh"
"tag","Genome",74,"mesh"
"tag","malaria",45,"mesh"
"tag","microbiology",45,"mesh"
"tag","Marketing",38,"mesh"
"tag","Proteomics",30,"mesh"
"tag","Israel",28,"mesh"
"tag","technology",24,"mesh"
"tag","Liberia",22,"mesh"
"tag","privacy",22,"mesh"
"tag","Australia",21,"mesh"
"tag","nutrition",21,"mesh"
"tag","ethics",20,"mesh"
"tag","metabolomics",19,"mesh"
"tag","Progeria",19,"mesh"
"tag","biotechnology",15,"mesh"
"tag","Boston",15,"mesh"
"tag","disease",15,"mesh"
"tag","Humans",14,"mesh"
"tag","Immunotherapy",14,"mesh"
"tag","informatics",14,"mesh"
"tag","Prostate",14,"mesh"
"tag","BioEthics",13,"mesh"
"tag","Biosurveillance",13,"mesh"
"tag","Epidemiology",13,"mesh"
"tag","aging",12,"mesh"
"tag","Education",12,"mesh"
"tag","metagenomics",12,"mesh"
"tag","Tokyo",11,"mesh"
"tag","biodiversity",10,"mesh"
"tag","brain",10,"mesh"
"tag","entrepreneurship",10,"mesh"
"tag","statistics",10,"mesh"
"tag","asthma",9,"mesh"
"tag","Tanzania",9,"mesh"
"tag","archaea",8,"mesh"
"tag","cardiology",8,"mesh"
"tag","ecology",8,"mesh"
"tag","Lung",8,"mesh"
"tag","Mining",8,"mesh"
"tag","Policy",8,"mesh"
"tag","telemedicine",8,"mesh"
"tag","workflow",8,"mesh"
"tag","dogs",7,"mesh"
"tag","Forestry",7,"mesh"
"tag","ILLINOIS",7,"mesh"
"tag","Ireland",7,"mesh"
"tag","nanotechnology",7,"mesh"
"tag","risk",7,"mesh"
"tag","job",111,"none"
"tag","Watson",107,"none"
"tag","sequencing",105,"none"
"tag","bigdatamed",102,"none"
"tag","pm101",100,"none"
"tag","GBDM",86,"none"
"tag","mHealth",86,"none"
"tag","Genomics'",82,"none"
"tag","Personalizedmedicine",78,"none"
"tag","WearableTech",74,"none"
"tag","Microbiome",65,"none"
"tag","Astrobiology",63,"none"
"tag","DataScience",61,"none"
"tag","supercomputer",60,"none"
"tag","hiring",59,"none"
"tag","bioscience",58,"none"
"tag","CRISPR",57,"none"
"tag","WatsonHealth",57,"none"
"tag","pharma",53,"none"
"tag","genomic",51,"none"
"tag","bank",47,"none"
"tag","BRCA",47,"none"
"tag","fetchmywhiteglove",46,"none"
"tag","Solar",44,"none"
"tag","tweeted",43,"none"
"tag","ResearchKit",42,"none"
"tag","Analytics",38,"none"
"tag","IBM",38,"none"
