"type","value","count","flag"
"top_twitterer","DNABARCODE",340,"none"
"top_twitterer","GerryWieder",258,"none"
"top_twitterer","Personal_Med",258,"none"
"top_twitterer","NorthShoreWeb",215,"none"
"top_twitterer","BioSquat",188,"none"
"top_twitterer","mybravetweet",179,"none"
"top_twitterer","Diaceutics",82,"none"
"top_twitterer","DiagnosticsJoe",57,"none"
"top_twitterer","BigDataTweetBot",54,"none"
"top_twitterer","WrldHealthcare",28,"none"
"top_twitterer","labceuticslabs",23,"none"
"top_twitterer","PersonalMedsCon",16,"none"
"top_twitterer","Genomeducator",13,"none"
"top_twitterer","the_pmi",4,"none"
"top_hashtag","Medicine",664,"none"
"top_hashtag","Personalized",567,"none"
"top_hashtag","Precision",473,"none"
"top_hashtag","PersonalizedMedicine",199,"none"
"top_hashtag","cancer",79,"none"
"top_hashtag","precisionmedicine",74,"none"
"top_hashtag","DigitalHealth",61,"none"
"top_hashtag","Healthcare",61,"none"
"top_hashtag","3Dprinting",54,"none"
"top_hashtag","mHealth",45,"none"
"top_hashtag","podcast",31,"none"
"top_hashtag","pmcon",28,"none"
"top_hashtag","pharma",26,"none"
"top_hashtag","biotech",24,"none"
"tag","CIMCon15",23,"conference"
"tag","DF15",21,"conference"
"tag","pmconf",15,"conference"
"tag","WCLC2015",14,"conference"
"tag","cihf15",7,"conference"
"tag","ECC2015",7,"conference"
"tag","bpgw15",6,"conference"
"tag","get2015",5,"conference"
"tag","HIMSSAP15",3,"conference"
"tag","MEMBS2015",3,"conference"
"tag","ERS2015",2,"conference"
"tag","PODC2015",2,"conference"
"tag","soho_2015",2,"conference"
"tag","WIA_15",2,"conference"
"tag","bcs15",1,"conference"
"tag","braindev2015",1,"conference"
"tag","brainfutures2015",1,"conference"
"tag","CANARIE15",1,"conference"
"tag","Chair2015",1,"conference"
"tag","ConnectedHealth15",1,"conference"
"tag","dreamforce2015",1,"conference"
"tag","EASD2015",1,"conference"
"tag","EDRC2015",1,"conference"
"tag","Expo15NHS",1,"conference"
"tag","IBC_CTB15",1,"conference"
"tag","ICNCC15F",1,"conference"
"tag","INFORMATIK2015",1,"conference"
"tag","JSM2015",1,"conference"
"tag","LEAD15",1,"conference"
"tag","MayoKIconf",1,"conference"
"tag","MPACT15",1,"conference"
"tag","NJACESummit15",1,"conference"
"tag","podd2015",1,"conference"
"tag","tfos2015",1,"conference"
"tag","Medicine",664,"mesh"
"tag","bioethics",16,"mesh"
"tag","Pathology",11,"mesh"
"tag","patients",8,"mesh"
"tag","Qatar",7,"mesh"
"tag","viruses",7,"mesh"
"tag","genome",6,"mesh"
"tag","privacy",5,"mesh"
"tag","Proteomics",5,"mesh"
"tag","technology",5,"mesh"
"tag","pharmacogenetics",4,"mesh"
"tag","engineering",3,"mesh"
"tag","Internet",3,"mesh"
"tag","nurses",3,"mesh"
"tag","Obesity",3,"mesh"
"tag","Ontario",3,"mesh"
"tag","biotechnology",2,"mesh"
"tag","hospitals",2,"mesh"
"tag","Marketing",2,"mesh"
"tag","nanotechnology",2,"mesh"
"tag","pharmacy",2,"mesh"
"tag","zebrafish",2,"mesh"
"tag","Arthritis",1,"mesh"
"tag","Asthma",1,"mesh"
"tag","bacteria",1,"mesh"
"tag","basketball",1,"mesh"
"tag","biophysics",1,"mesh"
"tag","depression",1,"mesh"
"tag","diet",1,"mesh"
"tag","disease",1,"mesh"
"tag","ethics",1,"mesh"
"tag","genotype",1,"mesh"
"tag","leadership",1,"mesh"
"tag","Liver",1,"mesh"
"tag","Medicare",1,"mesh"
"tag","Melanoma",1,"mesh"
"tag","microfluidics",1,"mesh"
"tag","myeloma",1,"mesh"
"tag","nursing",1,"mesh"
"tag","ostomy",1,"mesh"
"tag","Pediatrics",1,"mesh"
"tag","pharmacists",1,"mesh"
"tag","physicians",1,"mesh"
"tag","research",1,"mesh"
"tag","Rheumatology",1,"mesh"
"tag","safety",1,"mesh"
"tag","Solutions",1,"mesh"
"tag","stomach",1,"mesh"
"tag","telemedicine",1,"mesh"
"tag","Mobile",24,"none"
"tag","conscioushealthsolutions",21,"none"
"tag","rarediseases",20,"none"
"tag","MedX",19,"none"
"tag","job",18,"none"
"tag","WCrare",18,"none"
"tag","Banking",15,"none"
"tag","Cloud",15,"none"
"tag","KFSHRC",14,"none"
"tag","wearable",14,"none"
"tag","الطب_الشخصي",14,"none"
"tag","مركز_الأبحاث",14,"none"
"tag","lcsm",13,"none"
"tag","AIDS",12,"none"
"tag","Medical",12,"none"
"tag","SAP",11,"none"
"tag","statins",11,"none"
"tag","3dprint",10,"none"
"tag","HealthIT",10,"none"
"tag","PMI",10,"none"
"tag","treatment",10,"none"
"tag","analytics",9,"none"
"tag","LSIPublicTalks",9,"none"
"tag","NHITweek",9,"none"
"tag","utwente",9,"none"
"tag","Bioinformatics",8,"none"
"tag","cognitivecomputing",8,"none"
"tag","FutureofYou",8,"none"
"tag","hcsm",8,"none"
"tag","innovation",8,"none"
