"type","value","count","flag"
"top_twitterer","GenomicsRR",5847,"none"
"top_twitterer","SNRTG",2398,"none"
"top_twitterer","GenomeBiology",1969,"none"
"top_twitterer","Paul_Sonnier",1566,"none"
"top_twitterer","PathwayGenomics",1465,"none"
"top_twitterer","TheScientifiK",1452,"none"
"top_twitterer","SeqComplete",1066,"none"
"top_twitterer","EricTopol",1065,"none"
"top_twitterer","Primary_Immune1",719,"none"
"top_twitterer","Genomicswatch",713,"none"
"top_twitterer","aeonmag",645,"none"
"top_twitterer","cathcoste",644,"none"
"top_twitterer","westr",530,"none"
"top_twitterer","ScienceCareers",512,"none"
"top_hashtag","RareDisease",733,"none"
"top_hashtag","SNRTG",576,"none"
"top_hashtag","PrecisionMedicine",519,"none"
"top_hashtag","Cancer",493,"none"
"top_hashtag","DigitalHealth",462,"none"
"top_hashtag","biotech",428,"none"
"top_hashtag","bioinformatics",347,"none"
"top_hashtag","healthcare",325,"none"
"top_hashtag","Job",294,"none"
"top_hashtag","genome",255,"none"
"top_hashtag","CIMCon15",222,"none"
"top_hashtag","NGS",207,"none"
"top_hashtag","GenSci15",195,"none"
"top_hashtag","genomes100k",120,"none"
"tag","CIMCon15",222,"conference"
"tag","GenSci15",195,"conference"
"tag","GCD15",58,"conference"
"tag","SIFrontiers15",41,"conference"
"tag","Expo15NHS",40,"conference"
"tag","QRW2015",40,"conference"
"tag","WCLC2015",38,"conference"
"tag","JWJL2015",37,"conference"
"tag","GET2015",36,"conference"
"tag","PODC2015",26,"conference"
"tag","IP2015",24,"conference"
"tag","pseudomonas2015",23,"conference"
"tag","bcs15",22,"conference"
"tag","ComBio2015",18,"conference"
"tag","ASHG15",16,"conference"
"tag","BPGW15",13,"conference"
"tag","NGSUS15",13,"conference"
"tag","CRDN15",12,"conference"
"tag","IDG15",12,"conference"
"tag","PHE2015",12,"conference"
"tag","2015GGSummit",11,"conference"
"tag","Cures2015",10,"conference"
"tag","HIMSSAP15",10,"conference"
"tag","pgev2015",10,"conference"
"tag","RPSconf",10,"conference"
"tag","scg2015",10,"conference"
"tag","WorldSTI2015",10,"conference"
"tag","APPS2015",9,"conference"
"tag","icesasc15",8,"conference"
"tag","PLANTGEN2015",8,"conference"
"tag","soho_2015",8,"conference"
"tag","cfwf15",7,"conference"
"tag","Expo2015",7,"conference"
"tag","IBMSCongress15",7,"conference"
"tag","MindEx2015",7,"conference"
"tag","ProbGen2015",7,"conference"
"tag","VMworld2015",7,"conference"
"tag","YHAHSN15",7,"conference"
"tag","BSF15",6,"conference"
"tag","ecc2015",6,"conference"
"tag","EMBOmtg",6,"conference"
"tag","JMJL2015",6,"conference"
"tag","PCAM15",6,"conference"
"tag","AdvaMed15",5,"conference"
"tag","ASHG2015",5,"conference"
"tag","cest15",5,"conference"
"tag","FUS15",5,"conference"
"tag","GCD15”",5,"conference"
"tag","HUPO2015",5,"conference"
"tag","Lab15",5,"conference"
"tag","genome",255,"mesh"
"tag","Medicine",50,"mesh"
"tag","research",47,"mesh"
"tag","education",37,"mesh"
"tag","bioethics",35,"mesh"
"tag","Technology",34,"mesh"
"tag","zoology",30,"mesh"
"tag","biotechnology",26,"mesh"
"tag","ecology",26,"mesh"
"tag","proteomics",23,"mesh"
"tag","privacy",22,"mesh"
"tag","metagenomics",21,"mesh"
"tag","epigenomics",20,"mesh"
"tag","saccharomyces",18,"mesh"
"tag","Agriculture",17,"mesh"
"tag","Patients",17,"mesh"
"tag","disease",16,"mesh"
"tag","marketing",16,"mesh"
"tag","microbiology",16,"mesh"
"tag","Epidemiology",15,"mesh"
"tag","Life",15,"mesh"
"tag","Software",13,"mesh"
"tag","Australia",11,"mesh"
"tag","bioengineering",11,"mesh"
"tag","food",11,"mesh"
"tag","virology",11,"mesh"
"tag","Washington",11,"mesh"
"tag","biosurveillance",10,"mesh"
"tag","book",10,"mesh"
"tag","Heart",10,"mesh"
"tag","intelligence",10,"mesh"
"tag","interview",10,"mesh"
"tag","malaria",10,"mesh"
"tag","metabolomics",9,"mesh"
"tag","Art",8,"mesh"
"tag","biodiversity",8,"mesh"
"tag","Deafness",8,"mesh"
"tag","immunotherapy",8,"mesh"
"tag","mammals",8,"mesh"
"tag","plants",8,"mesh"
"tag","Robotics",8,"mesh"
"tag","Statistics",8,"mesh"
"tag","suicide",8,"mesh"
"tag","Boston",7,"mesh"
"tag","cattle",7,"mesh"
"tag","ethics",7,"mesh"
"tag","Hospitals",7,"mesh"
"tag","leukemia",7,"mesh"
"tag","obesity",7,"mesh"
"tag","Progeria",7,"mesh"
"tag","openaccess",114,"none"
"tag","Sequencing",108,"none"
"tag","pharma",107,"none"
"tag","hiring",106,"none"
"tag","Startup",103,"none"
"tag","Analytics",98,"none"
"tag","ITJob",95,"none"
"tag","manager",95,"none"
"tag","Product",93,"none"
"tag","CRISPR",89,"none"
"tag","WearableTech",80,"none"
"tag","IoT",77,"none"
"tag","HealthIT",76,"none"
"tag","seegenomics",75,"none"
"tag","tech",70,"none"
"tag","AI",67,"none"
"tag","personalizedmedicine",67,"none"
"tag","GWAS",62,"none"
"tag","autism",55,"none"
"tag","4patients",54,"none"
"tag","mHealth",54,"none"
"tag","Palo",53,"none"
"tag","SanDiego",51,"none"
"tag","askDrKhoury",50,"none"
"tag","evolution",49,"none"
"tag","astrobiology",48,"none"
"tag","STEM",48,"none"
"tag","adaptation",46,"none"
"tag","Stanford",46,"none"
"tag","data",45,"none"
"tag","Diagnostics",45,"none"
"tag","Genetic",45,"none"
"tag","UYG",45,"none"
