"type","value","count","flag"
"top_twitterer","ActionOnHearing",444,"none"
"top_twitterer","DeltaZetaNatl",404,"none"
"top_twitterer","HearingHealthFn",349,"none"
"top_twitterer","phonak",337,"none"
"top_twitterer","CochlearUS",336,"none"
"top_twitterer","Prolegal_Ltd",282,"none"
"top_twitterer","SandyAlz",242,"none"
"top_twitterer","HEALTHFITNES26",148,"none"
"top_twitterer","espamerica",108,"none"
"top_twitterer","MDLinx",99,"none"
"top_twitterer","tinnitusexpert_",71,"none"
"top_twitterer","SamHammer",67,"none"
"top_twitterer","RestoreHearing",65,"none"
"top_twitterer","MedAcoustics",60,"none"
"top_hashtag","HearingLoss",660,"none"
"top_hashtag","DZLearn2Listen",505,"none"
"top_hashtag","Hearing",402,"none"
"top_hashtag","tinnitus",190,"none"
"top_hashtag","FridayFacts",164,"none"
"top_hashtag","uadz",123,"none"
"top_hashtag","CorpTaxInquiry",78,"none"
"top_hashtag","hearingaids",75,"none"
"top_hashtag","deaf",71,"none"
"top_hashtag","audpeeps",66,"none"
"top_hashtag","music",65,"none"
"top_hashtag","Loss",55,"none"
"top_hashtag","tinnitus.
70%",54,"none"
"top_hashtag","learn2listen",45,"none"
"tag","UKBA15",7,"conference"
"tag","housing4all15",6,"conference"
"tag","SafeDay2015",6,"conference"
"tag","asnr15",5,"conference"
"tag","EnjoyLife15",5,"conference"
"tag","LearnToListenWeek2015",3,"conference"
"tag","DAW15",2,"conference"
"tag","HLAA2015",2,"conference"
"tag","AAG2015",1,"conference"
"tag","AAS2015",1,"conference"
"tag","AN15",1,"conference"
"tag","BioIT15",1,"conference"
"tag","EDays2015",1,"conference"
"tag","IOHA2015",1,"conference"
"tag","mdga15",1,"conference"
"tag","MidSizedConf",1,"conference"
"tag","NWLC15",1,"conference"
"tag","PSUCI2015",1,"conference"
"tag","rmpa15",1,"conference"
"tag","springbreak2k15",1,"conference"
"tag","USANZ15",1,"conference"
"tag","Hearing",402,"mesh"
"tag","tinnitus",190,"mesh"
"tag","music",65,"mesh"
"tag","acupuncture",32,"mesh"
"tag","Osteoporosis",28,"mesh"
"tag","deafness",26,"mesh"
"tag","Research",26,"mesh"
"tag","dementia",20,"mesh"
"tag","noise",20,"mesh"
"tag","audiology",18,"mesh"
"tag","nurses",16,"mesh"
"tag","Ear",15,"mesh"
"tag","sound",14,"mesh"
"tag","depression",12,"mesh"
"tag","Neurology",12,"mesh"
"tag","Diet",11,"mesh"
"tag","risk",11,"mesh"
"tag","veterans",11,"mesh"
"tag","technology",10,"mesh"
"tag","india",9,"mesh"
"tag","smokers",9,"mesh"
"tag","Wisconsin",9,"mesh"
"tag","aging",8,"mesh"
"tag","insurance",8,"mesh"
"tag","rheum",8,"mesh"
"tag","Sports",7,"mesh"
"tag","blindness",6,"mesh"
"tag","radio",6,"mesh"
"tag","students",6,"mesh"
"tag","vaccination",6,"mesh"
"tag","Workplace",6,"mesh"
"tag","arthritis",5,"mesh"
"tag","education",5,"mesh"
"tag","friends",5,"mesh"
"tag","parenting",5,"mesh"
"tag","Rheumatology",5,"mesh"
"tag","aminoglycosides",4,"mesh"
"tag","caregivers",4,"mesh"
"tag","Child",4,"mesh"
"tag","family",4,"mesh"
"tag","London",4,"mesh"
"tag","Nepal",4,"mesh"
"tag","Nigeria",4,"mesh"
"tag","beauty",3,"mesh"
"tag","cats",3,"mesh"
"tag","Safety",3,"mesh"
"tag","suicide",3,"mesh"
"tag","Taiwan",3,"mesh"
"tag","Vertigo",3,"mesh"
"tag","VOICE",3,"mesh"
"tag","NoiseAwarenessDay",43,"none"
"tag","BHSMContest",40,"none"
"tag","HealthandMedicine",40,"none"
"tag","worldhealthday",39,"none"
"tag","NIHL",35,"none"
"tag","LearnToListenWeek",33,"none"
"tag","Baha5",30,"none"
"tag","cochlearimplants",29,"none"
"tag","1",28,"none"
"tag","Chennai",26,"none"
"tag","HelpMeHear",26,"none"
"tag","NoHonking",26,"none"
"tag","fitness",24,"none"
"tag","healthyhearing",24,"none"
"tag","MahalKitaBTOB",24,"none"
"tag","RIPEarDrums",24,"none"
"tag","Tsarnaev",23,"none"
"tag","MayoClinicRadio",22,"none"
"tag","NASCAR",22,"none"
"tag","DictatorFreeIITJ",21,"none"
"tag","3",20,"none"
"tag","factfriday",19,"none"
"tag","Learn2ListenWeek",19,"none"
"tag","StressAwarenessMonth",19,"none"
"tag","InternationalNoiseAwarenessDay",18,"none"
"tag","deltazeta",17,"none"
"tag","truewireless",17,"none"
"tag","csd1080go",16,"none"
