"type","value","count","flag"
"top_twitterer","GenomicsRR",6501,"none"
"top_twitterer","cathcoste",1161,"none"
"top_twitterer","Paul_Sonnier",978,"none"
"top_twitterer","SeqComplete",937,"none"
"top_twitterer","westr",859,"none"
"top_twitterer","EricTopol",846,"none"
"top_twitterer","Primary_Immune1",773,"none"
"top_twitterer","sl1lm",723,"none"
"top_twitterer","NoSQLDigest",711,"none"
"top_twitterer","GenomeBiology",654,"none"
"top_twitterer","Genomicswatch",546,"none"
"top_twitterer","illumina",538,"none"
"top_twitterer","DrKhouryCDC",514,"none"
"top_twitterer","moorejh",447,"none"
"top_hashtag","RareDisease",1170,"none"
"top_hashtag","Cancer",872,"none"
"top_hashtag","FOGM15",722,"none"
"top_hashtag","biotech",479,"none"
"top_hashtag","PrecisionMedicine",441,"none"
"top_hashtag","Medicine",435,"none"
"top_hashtag","digitalhealth",430,"none"
"top_hashtag","NGS",330,"none"
"top_hashtag","bioinformatics",322,"none"
"top_hashtag","GBDM",240,"none"
"top_hashtag","indivmed",223,"none"
"top_hashtag","ACMGMtg",212,"none"
"top_hashtag","Genome",184,"none"
"top_hashtag","personalizedmedicine",182,"none"
"tag","FOGM15",722,"conference"
"tag","ACMGMtg",212,"conference"
"tag","gfia2015",89,"conference"
"tag","AGBT15",72,"conference"
"tag","JGI2015",68,"conference"
"tag","egsym15",48,"conference"
"tag","CALBIO2015",39,"conference"
"tag","WDMC15",36,"conference"
"tag","Fungal15",32,"conference"
"tag","HGM2015",29,"conference"
"tag","CI4CC2015",28,"conference"
"tag","HCS15",28,"conference"
"tag","HIMSS15",27,"conference"
"tag","GRD15",25,"conference"
"tag","TBICRI15",25,"conference"
"tag","hopa15",23,"conference"
"tag","sgo2015",23,"conference"
"tag","CUGH2015",21,"conference"
"tag","USCAP2015",20,"conference"
"tag","EHWK15",18,"conference"
"tag","YSC2015",18,"conference"
"tag","GenoFutureUK15",16,"conference"
"tag","OMGN15",14,"conference"
"tag","NGSUS15",13,"conference"
"tag","ACMG15",11,"conference"
"tag","ARUKConf",11,"conference"
"tag","CBWC2015",11,"conference"
"tag","AAPA2015",9,"conference"
"tag","ABRF2015",9,"conference"
"tag","ACMG2015",9,"conference"
"tag","EAU15",9,"conference"
"tag","PSAW2015",9,"conference"
"tag","quantgen15",9,"conference"
"tag","DROS2015",8,"conference"
"tag","FNA15",8,"conference"
"tag","EHGC15",7,"conference"
"tag","PMWC15",7,"conference"
"tag","WDSD15",7,"conference"
"tag","xgenseq15",7,"conference"
"tag","ACC15",6,"conference"
"tag","BioIT15",6,"conference"
"tag","DDL2015",6,"conference"
"tag","piday2015",6,"conference"
"tag","SXSW2015",6,"conference"
"tag","RareDiseaseDay2015",5,"conference"
"tag","rrd15",5,"conference"
"tag","abw4_et1509",4,"conference"
"tag","chembio2015",4,"conference"
"tag","CROPS2015",4,"conference"
"tag","eRNZ2015",4,"conference"
"tag","Medicine",435,"mesh"
"tag","Genome",184,"mesh"
"tag","Research",57,"mesh"
"tag","technology",42,"mesh"
"tag","proteomics",35,"mesh"
"tag","biotechnology",34,"mesh"
"tag","Privacy",28,"mesh"
"tag","environment",26,"mesh"
"tag","entrepreneurship",23,"mesh"
"tag","Exome",23,"mesh"
"tag","bioethics",20,"mesh"
"tag","Iceland",20,"mesh"
"tag","policy",20,"mesh"
"tag","Marketing",18,"mesh"
"tag","biosurveillance",17,"mesh"
"tag","animals",16,"mesh"
"tag","malaria",16,"mesh"
"tag","Vaccines",16,"mesh"
"tag","Brain",15,"mesh"
"tag","Epidemiology",15,"mesh"
"tag","Agriculture",14,"mesh"
"tag","humor",13,"mesh"
"tag","India",13,"mesh"
"tag","knowledge",13,"mesh"
"tag","diagnosis",11,"mesh"
"tag","education",11,"mesh"
"tag","Fertility",11,"mesh"
"tag","nature",11,"mesh"
"tag","robotics",11,"mesh"
"tag","aging",9,"mesh"
"tag","consensus",9,"mesh"
"tag","Dogs",9,"mesh"
"tag","engineering",9,"mesh"
"tag","Obesity",9,"mesh"
"tag","ethics",8,"mesh"
"tag","pediatrics",8,"mesh"
"tag","population",8,"mesh"
"tag","Boston",7,"mesh"
"tag","database",7,"mesh"
"tag","metagenome",7,"mesh"
"tag","nutrigenomics",7,"mesh"
"tag","Nutrition",7,"mesh"
"tag","ontario",7,"mesh"
"tag","chromatin",6,"mesh"
"tag","kidney",6,"mesh"
"tag","microbiology",6,"mesh"
"tag","patients",6,"mesh"
"tag","transcriptome",6,"mesh"
"tag","Trout",6,"mesh"
"tag","Tuberculosis",6,"mesh"
"tag","RareDiseases",182,"none"
"tag","SNRTG",175,"none"
"tag","G10K",156,"none"
"tag","fitness",143,"none"
"tag","workout",142,"none"
"tag","genomes100k",132,"none"
"tag","Sequencing",122,"none"
"tag","pm101",117,"none"
"tag","WearableTech",113,"none"
"tag","pharma",98,"none"
"tag","healthcare",92,"none"
"tag","EBM",90,"none"
"tag","mhealth",88,"none"
"tag","728x",80,"none"
"tag","CRISPR",75,"none"
"tag","NHS",75,"none"
"tag","Job",73,"none"
"tag","sxsw",73,"none"
"tag","Postdoc",72,"none"
"tag","publichealth",67,"none"
"tag","NIH",64,"none"
"tag","WGS",64,"none"
"tag","HealthIT",63,"none"
"tag","sgmbham",63,"none"
"tag","Genomic",61,"none"
"tag","Data",59,"none"
"tag","genetic",56,"none"
"tag","hadoop",54,"none"
"tag","GeneTherapy",52,"none"
"tag","MOOC",52,"none"
"tag","DataCGen",50,"none"
"tag","socialinsect",50,"none"
