"type","value","count","flag"
"top_twitterer","telemedicine101",560,"none"
"top_twitterer","Personal_Med",319,"none"
"top_twitterer","BioSquat",157,"none"
"top_twitterer","NoSQLDigest",118,"none"
"top_twitterer","cathcoste",80,"none"
"top_twitterer","GenomeBC",69,"none"
"top_twitterer","OncLive",69,"none"
"top_twitterer","GeneticLiteracy",49,"none"
"top_twitterer","MedicineWorld1",43,"none"
"top_twitterer","WittKieffer",15,"none"
"top_twitterer","lexinerus",9,"none"
"top_twitterer","Genomeducator",8,"none"
"top_twitterer","MariaSoo_",1,"none"
"top_twitterer","gentoxtesting",1,"none"
"top_hashtag","Medicine",731,"none"
"top_hashtag","Personalized",631,"none"
"top_hashtag","Precision",554,"none"
"top_hashtag","PersonalizedMedicine",178,"none"
"top_hashtag","precisionmedicine",154,"none"
"top_hashtag","cancer",104,"none"
"top_hashtag","HealthCare",67,"none"
"top_hashtag","abcdrbchat",63,"none"
"top_hashtag","melanoma",63,"none"
"top_hashtag","CancerFilm",54,"none"
"top_hashtag","HIMSS15",54,"none"
"top_hashtag","datascience",53,"none"
"top_hashtag","AI",45,"none"
"top_hashtag","DigitalHealth",44,"none"
"tag","HIMSS15",54,"conference"
"tag","PMSUMMIT2015",18,"conference"
"tag","RIMS2015",17,"conference"
"tag","AACR15",14,"conference"
"tag","biovision2015",14,"conference"
"tag","pmwc15",14,"conference"
"tag","pmwcuk15",12,"conference"
"tag","ISBER2015",9,"conference"
"tag","dbt2015",6,"conference"
"tag","PersonalMed15",6,"conference"
"tag","BioIT15",3,"conference"
"tag","CARTaGENE2015",3,"conference"
"tag","ci4cc2015",3,"conference"
"tag","COA2015",3,"conference"
"tag","genetics15",3,"conference"
"tag","NESigmaXi2015",3,"conference"
"tag","ObesityMedicine2015",3,"conference"
"tag","PersonalMed15
https:…",3,"conference"
"tag","PMWCUK2015",3,"conference"
"tag","aacr2015",2,"conference"
"tag","AHLA15",2,"conference"
"tag","CIO15",2,"conference"
"tag","csn15",2,"conference"
"tag","PersonalMed15...",2,"conference"
"tag","SCAI2015",2,"conference"
"tag","Sgim15",2,"conference"
"tag","WHPC15)",2,"conference"
"tag","wmsymp2015",2,"conference"
"tag","ahcj2015",1,"conference"
"tag","APBDResearchnews2015",1,"conference"
"tag","Build2015",1,"conference"
"tag","cpm15",1,"conference"
"tag","DDW15",1,"conference"
"tag","eHITS2015",1,"conference"
"tag","FWIS2015",1,"conference"
"tag","HIMMS15",1,"conference"
"tag","HIMSS15BlogCarnival",1,"conference"
"tag","HIMSS2015",1,"conference"
"tag","HWTM15",1,"conference"
"tag","kaar-ALM2015",1,"conference"
"tag","kispDay2015",1,"conference"
"tag","madsci2015",1,"conference"
"tag","OSSD15",1,"conference"
"tag","PersonalMed15
https://t.co/H7vtpKbmXE",1,"conference"
"tag","pmed2015",1,"conference"
"tag","RIMS2015",1,"conference"
"tag","sbc2015",1,"conference"
"tag","sppac2015",1,"conference"
"tag","TranslationalScience2015",1,"conference"
"tag","wmbiochem2015",1,"conference"
"tag","Medicine",731,"mesh"
"tag","melanoma",63,"mesh"
"tag","immunotherapy",14,"mesh"
"tag","Obesity",11,"mesh"
"tag","technology",10,"mesh"
"tag","statistics",9,"mesh"
"tag","research",8,"mesh"
"tag","Vaccines",8,"mesh"
"tag","schizophrenia",7,"mesh"
"tag","privacy",6,"mesh"
"tag","Dermatology",5,"mesh"
"tag","education",5,"mesh"
"tag","disease",4,"mesh"
"tag","Heart",4,"mesh"
"tag","homeopathy",4,"mesh"
"tag","pathology",4,"mesh"
"tag","software",4,"mesh"
"tag","nutrition",3,"mesh"
"tag","pharmacogenetics",3,"mesh"
"tag","California",2,"mesh"
"tag","crowdsourcing",2,"mesh"
"tag","dentists",2,"mesh"
"tag","family",2,"mesh"
"tag","history",2,"mesh"
"tag","life",2,"mesh"
"tag","Medicare",2,"mesh"
"tag","Pain",2,"mesh"
"tag","Pakistan",2,"mesh"
"tag","Patents",2,"mesh"
"tag","Patients",2,"mesh"
"tag","Physicians",2,"mesh"
"tag","autoimmunity",1,"mesh"
"tag","Canada",1,"mesh"
"tag","depression",1,"mesh"
"tag","dopamine",1,"mesh"
"tag","Dystonia",1,"mesh"
"tag","Engineering",1,"mesh"
"tag","genome",1,"mesh"
"tag","government",1,"mesh"
"tag","hope",1,"mesh"
"tag","insurance",1,"mesh"
"tag","love",1,"mesh"
"tag","Lymphoma",1,"mesh"
"tag","nurses",1,"mesh"
"tag","nursing",1,"mesh"
"tag","Ontario",1,"mesh"
"tag","orthopedics",1,"mesh"
"tag","peptides",1,"mesh"
"tag","pharmacy",1,"mesh"
"tag","physics",1,"mesh"
"tag","SmarterCare",38,"none"
"tag","SAP",37,"none"
"tag","MachineLearning",36,"none"
"tag","biobanking",28,"none"
"tag","PM101",28,"none"
"tag","tech",27,"none"
"tag","clinicaltrials",26,"none"
"tag","cryptography",22,"none"
"tag","PmedUp",20,"none"
"tag","biotech",19,"none"
"tag","analytics",18,"none"
"tag","breastcancer",17,"none"
"tag","HealthIT",17,"none"
"tag","innovation",16,"none"
"tag","PCTUS",15,"none"
"tag","infographic",14,"none"
"tag","RareDisease",14,"none"
"tag","BGHVancouver",13,"none"
"tag","verzekeraars",13,"none"
"tag","Medical",12,"none"
"tag","predictiveanalytics",12,"none"
"tag","LabInformatics",11,"none"
"tag","pharma",11,"none"
"tag","Reuters",11,"none"
"tag","lungcancer",10,"none"
"tag","OpenClinicalTrials",10,"none"
"tag","OpenTherapeutics",10,"none"
"tag","PMWC",10,"none"
