"type","value","count","flag"
"top_twitterer","Personal_Med",128,"none"
"top_twitterer","Diaceutics",113,"none"
"top_twitterer","cathcoste",74,"none"
"top_twitterer","PharmacyPodcast",71,"none"
"top_twitterer","mdsdaily",66,"none"
"top_twitterer","NoSQLDigest",46,"none"
"top_twitterer","BioSquat",27,"none"
"top_twitterer","PMWCintl",16,"none"
"top_twitterer","Pharma_BI",8,"none"
"top_twitterer","davitabile",7,"none"
"top_twitterer","StationXInc",6,"none"
"top_twitterer","Genomeducator",4,"none"
"top_twitterer","AVIVA1950",3,"none"
"top_twitterer","StephenJWillia2",1,"none"
"top_hashtag","Medicine",208,"none"
"top_hashtag","PersonalizedMedicine",174,"none"
"top_hashtag","personalized",172,"none"
"top_hashtag","PMWC15",158,"none"
"top_hashtag","SOTU",135,"none"
"top_hashtag","Precision",124,"none"
"top_hashtag","PrecisionMedicine",100,"none"
"top_hashtag","cancer",68,"none"
"top_hashtag","pharmacogenomics",42,"none"
"top_hashtag","healthcare",39,"none"
"top_hashtag","human",32,"none"
"top_hashtag","Pharmacy",32,"none"
"top_hashtag","Obama",26,"none"
"top_hashtag","FDA",25,"none"
"tag","PMWC15",158,"conference"
"tag","PMWC2015",25,"conference"
"tag","SOTU2015",12,"conference"
"tag","InformedHealth2015",10,"conference"
"tag","PWMC15",10,"conference"
"tag","gbcws15",5,"conference"
"tag","precisionmedicine2015",4,"conference"
"tag","SOTU15",4,"conference"
"tag","gyss2015",2,"conference"
"tag","JPM15",2,"conference"
"tag","MHC15",2,"conference"
"tag","PMWC2015Introduction",2,"conference"
"tag","Cures2015",1,"conference"
"tag","mava2015",1,"conference"
"tag","Medicine",208,"mesh"
"tag","Pharmacy",32,"mesh"
"tag","Pathology",10,"mesh"
"tag","privacy",8,"mesh"
"tag","biotechnology",6,"mesh"
"tag","obesity",6,"mesh"
"tag","radiology",6,"mesh"
"tag","Hospitals",4,"mesh"
"tag","beauty",3,"mesh"
"tag","Boston",3,"mesh"
"tag","longevity",3,"mesh"
"tag","research",3,"mesh"
"tag","basketball",2,"mesh"
"tag","genome",2,"mesh"
"tag","Ireland",2,"mesh"
"tag","Paraganglioma",2,"mesh"
"tag","Politics",2,"mesh"
"tag","Safety",2,"mesh"
"tag","Technology",2,"mesh"
"tag","aging",1,"mesh"
"tag","bioethics",1,"mesh"
"tag","botany",1,"mesh"
"tag","brain",1,"mesh"
"tag","Canada",1,"mesh"
"tag","Cells",1,"mesh"
"tag","crizotinib",1,"mesh"
"tag","delaware",1,"mesh"
"tag","dementia",1,"mesh"
"tag","disease",1,"mesh"
"tag","engineering",1,"mesh"
"tag","Immunotherapy",1,"mesh"
"tag","Indiana",1,"mesh"
"tag","Insomnia",1,"mesh"
"tag","Marketing",1,"mesh"
"tag","Nurses",1,"mesh"
"tag","nutrition",1,"mesh"
"tag","parents",1,"mesh"
"tag","patents",1,"mesh"
"tag","pharmacists",1,"mesh"
"tag","rheum",1,"mesh"
"tag","singapore",1,"mesh"
"tag","Sleep",1,"mesh"
"tag","telemedicine",1,"mesh"
"tag","telomerase",1,"mesh"
"tag","Tunisia",1,"mesh"
"tag","KnowYourTumor",25,"none"
"tag","pm101",25,"none"
"tag","Analytics",24,"none"
"tag","LDT",24,"none"
"tag","Google",22,"none"
"tag","medical",20,"none"
"tag","innovation",18,"none"
"tag","IoT",18,"none"
"tag","Pharma",17,"none"
"tag","digitalhealth",16,"none"
"tag","StateOfTheUnion",16,"none"
"tag","lcsm",15,"none"
"tag","SU2CSummit",14,"none"
"tag","DataScience",13,"none"
"tag","23andme",12,"none"
"tag","EGFR",12,"none"
"tag","hcsm",12,"none"
"tag","NGS",12,"none"
"tag","Nivolumab",12,"none"
"tag","NSCLC",12,"none"
"tag","healthIT",11,"none"
"tag","Personalization",10,"none"
"tag","disparities",9,"none"
"tag","LSIPublicTalks",9,"none"
"tag","PMedicine",9,"none"
"tag","antibiotic",8,"none"
"tag","breastcancer",8,"none"
"tag","CancerCANdor",8,"none"
"tag","lungcancer",8,"none"
"tag","mHealth",8,"none"
"tag","MiamiWinterSymposium",8,"none"
