"type","value","count","flag"
"top_twitterer","ActionOnHearing",214,"none"
"top_twitterer","phonak",177,"none"
"top_twitterer","BigEarInc",41,"none"
"top_twitterer","MedAcoustics",12,"none"
"top_twitterer","_AccessSolution",12,"none"
"top_twitterer","kathleenlhill",12,"none"
"top_twitterer","HearingLossHour",10,"none"
"top_twitterer","HeartOfGWR",10,"none"
"top_twitterer","shropsdeafaware",6,"none"
"top_twitterer","MainLandHear",4,"none"
"top_twitterer","brittanyhalli16",1,"none"
"top_twitterer","HearingCare5",0,"none"
"top_hashtag","hearingloss",219,"none"
"top_hashtag","Hearing",131,"none"
"top_hashtag","GenerationDeaf",72,"none"
"top_hashtag","CoverYourEars",69,"none"
"top_hashtag","ListenHear",69,"none"
"top_hashtag","deaf",38,"none"
"top_hashtag","naturally",38,"none"
"top_hashtag","your",38,"none"
"top_hashtag","AudPeeps",31,"none"
"top_hashtag","olderpeoplesday",29,"none"
"top_hashtag","FNDCelebration",25,"none"
"top_hashtag","CPRinDCSchools",18,"none"
"top_hashtag","nextgen",18,"none"
"top_hashtag","sensoryloss",18,"none"
"tag","CPC15",6,"conference"
"tag","EIAS2015",4,"conference"
"tag","cassidystoprapping2015",2,"conference"
"tag","con15",2,"conference"
"tag","miaw2015",2,"conference"
"tag","BAAConf",1,"conference"
"tag","DisabilityConfident",1,"conference"
"tag","gamescom2015",1,"conference"
"tag","nlaslpa2015",1,"conference"
"tag","RWC2015",1,"conference"
"tag","Hearing",131,"mesh"
"tag","audiology",12,"mesh"
"tag","tinnitus",12,"mesh"
"tag","deafness",9,"mesh"
"tag","dementia",9,"mesh"
"tag","cats",6,"mesh"
"tag","travel",5,"mesh"
"tag","aging",4,"mesh"
"tag","noise",4,"mesh"
"tag","Parents",4,"mesh"
"tag","smoking",4,"mesh"
"tag","communication",3,"mesh"
"tag","hawaii",3,"mesh"
"tag","medicine",3,"mesh"
"tag","Psoriasis",3,"mesh"
"tag","Safety",3,"mesh"
"tag","sound",3,"mesh"
"tag","technology",3,"mesh"
"tag","Africa",2,"mesh"
"tag","book",2,"mesh"
"tag","diet",2,"mesh"
"tag","Droughts",2,"mesh"
"tag","education",2,"mesh"
"tag","fatigue",2,"mesh"
"tag","freedom",2,"mesh"
"tag","love",2,"mesh"
"tag","music",2,"mesh"
"tag","nature",2,"mesh"
"tag","Nutrition",2,"mesh"
"tag","running",2,"mesh"
"tag","blindness",1,"mesh"
"tag","child",1,"mesh"
"tag","death",1,"mesh"
"tag","depression",1,"mesh"
"tag","disclosure",1,"mesh"
"tag","Florida",1,"mesh"
"tag","food",1,"mesh"
"tag","geriatrics",1,"mesh"
"tag","germany",1,"mesh"
"tag","infant",1,"mesh"
"tag","Jordan",1,"mesh"
"tag","life",1,"mesh"
"tag","LipReading",1,"mesh"
"tag","literature",1,"mesh"
"tag","london",1,"mesh"
"tag","metabolism",1,"mesh"
"tag","mortality",1,"mesh"
"tag","Nursing",1,"mesh"
"tag","obesity",1,"mesh"
"tag","policy",1,"mesh"
"tag","specialeducation",18,"none"
"tag","healthproblems",14,"none"
"tag","StaffordshireHour",14,"none"
"tag","vision",14,"none"
"tag","hearingaid",12,"none"
"tag","hearingaids",12,"none"
"tag","hardofhearing",11,"none"
"tag","HOH",9,"none"
"tag","CaregivingChallenge",8,"none"
"tag","letstalk",8,"none"
"tag","mufc",8,"none"
"tag","AlternativeandComplimentaryMedicine",7,"none"
"tag","people",7,"none"
"tag","pray",7,"none"
"tag","ShowYourAids",7,"none"
"tag","Widex",7,"none"
"tag","children",6,"none"
"tag","headphones",6,"none"
"tag","heardofhearing",6,"none"
"tag","NHS",6,"none"
"tag","specialneeds",6,"none"
"tag","a11y",5,"none"
"tag","DevoManc",5,"none"
"tag","DidYouHear",5,"none"
"tag","dignity",5,"none"
"tag","loss",5,"none"
"tag","MNF",5,"none"
"tag","Obese",5,"none"
"tag","prayer",5,"none"
