"type","value","count","flag"
"top_twitterer","Jade_Films",870,"none"
"top_twitterer","HearingClub",681,"none"
"top_twitterer","CochlearUS",111,"none"
"top_twitterer","SandyAlz",110,"none"
"top_twitterer","ktoddhouston",101,"none"
"top_twitterer","HearingHealthFn",75,"none"
"top_twitterer","worldmedi",67,"none"
"top_twitterer","Aspinall_Ink",52,"none"
"top_twitterer","hihidco",45,"none"
"top_twitterer","health_google",32,"none"
"top_twitterer","DutchCajonist",27,"none"
"top_twitterer","TinnitusKit",26,"none"
"top_twitterer","tinnituscauses",23,"none"
"top_twitterer","LimitEar",22,"none"
"top_hashtag","hearingloss",363,"none"
"top_hashtag","Hearing",182,"none"
"top_hashtag","TheShatteredMind",114,"none"
"top_hashtag","tinnitus",88,"none"
"top_hashtag","world",50,"none"
"top_hashtag","music",47,"none"
"top_hashtag","WHO",43,"none"
"top_hashtag","deaf",35,"none"
"top_hashtag","Loss",33,"none"
"top_hashtag","TDC",28,"none"
"top_hashtag","NHCA2015",22,"none"
"top_hashtag","HowCanIHelpYouHear",21,"none"
"top_hashtag","auspol",20,"none"
"top_hashtag","sound",19,"none"
"tag","NHCA2015",22,"conference"
"tag","ARO2015",9,"conference"
"tag","vlm2015",4,"conference"
"tag","Oscars2015",3,"conference"
"tag","SVW2015",3,"conference"
"tag","CES2015",2,"conference"
"tag","RareDiseaseDay2015",2,"conference"
"tag","SWAD2015",2,"conference"
"tag","AGBT15",1,"conference"
"tag","BRITs2015",1,"conference"
"tag","Dusi2015",1,"conference"
"tag","Enjoylife15",1,"conference"
"tag","Hearing",182,"mesh"
"tag","tinnitus",88,"mesh"
"tag","music",47,"mesh"
"tag","sound",19,"mesh"
"tag","Audiology",14,"mesh"
"tag","child",13,"mesh"
"tag","Noise",12,"mesh"
"tag","Obesity",12,"mesh"
"tag","Pakistan",10,"mesh"
"tag","risk",10,"mesh"
"tag","dementia",9,"mesh"
"tag","Cuba",8,"mesh"
"tag","exercise",8,"mesh"
"tag","tablets",6,"mesh"
"tag","Deafness",5,"mesh"
"tag","ear",5,"mesh"
"tag","aging",4,"mesh"
"tag","marketing",4,"mesh"
"tag","nigeria",4,"mesh"
"tag","parenting",4,"mesh"
"tag","communication",3,"mesh"
"tag","research",3,"mesh"
"tag","travel",3,"mesh"
"tag","Vertigo",3,"mesh"
"tag","dogs",2,"mesh"
"tag","food",2,"mesh"
"tag","Illinois",2,"mesh"
"tag","Inventions",2,"mesh"
"tag","leadership",2,"mesh"
"tag","Malawi",2,"mesh"
"tag","Medicine",2,"mesh"
"tag","parents",2,"mesh"
"tag","radio",2,"mesh"
"tag","retirement",2,"mesh"
"tag","safety",2,"mesh"
"tag","technology",2,"mesh"
"tag","Utah",2,"mesh"
"tag","Vitamins",2,"mesh"
"tag","Art",1,"mesh"
"tag","association",1,"mesh"
"tag","Canada",1,"mesh"
"tag","cochlea",1,"mesh"
"tag","Culture",1,"mesh"
"tag","depression",1,"mesh"
"tag","environment",1,"mesh"
"tag","Europe",1,"mesh"
"tag","fear",1,"mesh"
"tag","friends",1,"mesh"
"tag","heart",1,"mesh"
"tag","Hypothyroidism",1,"mesh"
"tag","audio",17,"none"
"tag","audpeeps",17,"none"
"tag","Google",16,"none"
"tag","hearingaids",16,"none"
"tag","betterhearing",15,"none"
"tag","NIHL",14,"none"
"tag","FactFriday",12,"none"
"tag","HearingLoss
Read",12,"none"
"tag","home",12,"none"
"tag","vicelikegrip",12,"none"
"tag","AmericanHeartMonth",11,"none"
"tag","captions",11,"none"
"tag","Cochlear",11,"none"
"tag","Dogs...",10,"none"
"tag","fitness",10,"none"
"tag","of",10,"none"
"tag","Billion",9,"none"
"tag","HelpMeHear",9,"none"
"tag","JustWondering",9,"none"
"tag","tech",9,"none"
"tag","Tuesday",9,"none"
"tag","VoicePremiere",9,"none"
"tag","at",8,"none"
"tag","construction",8,"none"
"tag","ENT",8,"none"
"tag","FitnessRepublic",8,"none"
