"type","value","count","flag"
"top_twitterer","GenomicsRR",1118,"none"
"top_twitterer","SeqComplete",195,"none"
"top_twitterer","Primary_Immune1",151,"none"
"top_twitterer","Genomicswatch",149,"none"
"top_twitterer","moorejh",149,"none"
"top_twitterer","cathcoste",104,"none"
"top_twitterer","Genomicsnew",79,"none"
"top_twitterer","GenomicsNews",77,"none"
"top_twitterer","SMFthinktank",76,"none"
"top_twitterer","BigDataTweetBot",70,"none"
"top_twitterer","GenomicsPlaza",65,"none"
"top_twitterer","GenomicsTopNews",62,"none"
"top_twitterer","drbachinsky",58,"none"
"top_twitterer","genomicsedu",48,"none"
"top_hashtag","cancer",129,"none"
"top_hashtag","RareDisease",125,"none"
"top_hashtag","SNRTG",121,"none"
"top_hashtag","bioinformatics",79,"none"
"top_hashtag","biotech",65,"none"
"top_hashtag","PrecisionMedicine",65,"none"
"top_hashtag","BRCA",54,"none"
"top_hashtag","genomes100k",50,"none"
"top_hashtag","ASHG15",48,"none"
"top_hashtag","DigitalHealth",48,"none"
"top_hashtag","Genome",45,"none"
"top_hashtag","CPC15",36,"none"
"top_hashtag","job",36,"none"
"top_hashtag","breastcancer",34,"none"
"tag","ASHG15",48,"conference"
"tag","CPC15",36,"conference"
"tag","ASHG2015",26,"conference"
"tag","ncbpah2015",5,"conference"
"tag","ISQua2015",4,"conference"
"tag","UGW15",4,"conference"
"tag","2015RW",3,"conference"
"tag","AONN2015",3,"conference"
"tag","CANO2015",3,"conference"
"tag","DigiMed15",3,"conference"
"tag","vdb15",3,"conference"
"tag","VDB2015",3,"conference"
"tag","AAABG2015",2,"conference"
"tag","cew2015",2,"conference"
"tag","CIMCon15",2,"conference"
"tag","ComBio2015",2,"conference"
"tag","Cures2015",2,"conference"
"tag","HBSreunion2015",2,"conference"
"tag","IDWeek2015",2,"conference"
"tag","nat4hdairyconf",2,"conference"
"tag","NGSUS15",2,"conference"
"tag","prokagenomics15",2,"conference"
"tag","AdvaMed15",1,"conference"
"tag","ASHG15...",1,"conference"
"tag","ASRM2015",1,"conference"
"tag","bcs15",1,"conference"
"tag","BioBeat15",1,"conference"
"tag","GTUMD15",1,"conference"
"tag","HCC2015",1,"conference"
"tag","mtns15",1,"conference"
"tag","peerrevwk15",1,"conference"
"tag","SIIA2015",1,"conference"
"tag","Genome",45,"mesh"
"tag","intelligence",19,"mesh"
"tag","informatics",11,"mesh"
"tag","research",11,"mesh"
"tag","epidemiology",9,"mesh"
"tag","malaria",9,"mesh"
"tag","biotechnology",6,"mesh"
"tag","microbiology",6,"mesh"
"tag","medicine",5,"mesh"
"tag","Boston",4,"mesh"
"tag","color",4,"mesh"
"tag","ethics",4,"mesh"
"tag","proteomics",4,"mesh"
"tag","statistics",4,"mesh"
"tag","longevity",3,"mesh"
"tag","autoimmunity",2,"mesh"
"tag","Baltimore",2,"mesh"
"tag","biosurveillance",2,"mesh"
"tag","education",2,"mesh"
"tag","Hemochromatosis",2,"mesh"
"tag","Kenya",2,"mesh"
"tag","lymphoma",2,"mesh"
"tag","schizophrenia",2,"mesh"
"tag","Technology",2,"mesh"
"tag","Africa",1,"mesh"
"tag","allergens",1,"mesh"
"tag","asthma",1,"mesh"
"tag","australia",1,"mesh"
"tag","biochemistry",1,"mesh"
"tag","Bioethics",1,"mesh"
"tag","book",1,"mesh"
"tag","brain",1,"mesh"
"tag","Breast",1,"mesh"
"tag","Candida",1,"mesh"
"tag","cells",1,"mesh"
"tag","Cichlids",1,"mesh"
"tag","cytogenetics",1,"mesh"
"tag","dementia",1,"mesh"
"tag","diet",1,"mesh"
"tag","Disease",1,"mesh"
"tag","endocrinology",1,"mesh"
"tag","epigenomics",1,"mesh"
"tag","Epilepsy",1,"mesh"
"tag","fungi",1,"mesh"
"tag","infection",1,"mesh"
"tag","Infertility",1,"mesh"
"tag","Ireland",1,"mesh"
"tag","Lactobacillus",1,"mesh"
"tag","mammals",1,"mesh"
"tag","manitoba",1,"mesh"
"tag","ngs",34,"none"
"tag","Healthcare",29,"none"
"tag","DozenStartupsPledge",25,"none"
"tag","openaccess",25,"none"
"tag","ColorGenomicsPartners",24,"none"
"tag","biobank",23,"none"
"tag","ai",22,"none"
"tag","tech",22,"none"
"tag","Manager",21,"none"
"tag","Product",21,"none"
"tag","hiring",20,"none"
"tag","evolution",19,"none"
"tag","GWAS",19,"none"
"tag","Indianapolis",18,"none"
"tag","pharma",18,"none"
"tag","WearableTech",17,"none"
"tag","DRSherriWorth",16,"none"
"tag","epistasis",16,"none"
"tag","GREATWeeks",16,"none"
"tag","HuntingtonsDisease",16,"none"
"tag","Cloing",15,"none"
"tag","GeneTherapy",15,"none"
"tag","IoT",15,"none"
"tag","Medical",15,"none"
"tag","BreastCancerAwarenessMonth",12,"none"
"tag","sequencing",12,"none"
"tag","Startup",12,"none"
"tag","Genetic",11,"none"
"tag","ki",11,"none"
"tag","opendata",11,"none"
"tag","pluripotency",11,"none"
"tag","RNA",11,"none"
