"type","value","count","flag"
"top_twitterer","Personal_Med",346,"none"
"top_twitterer","PharmacyPodcast",288,"none"
"top_twitterer","BioSquat",229,"none"
"top_twitterer","CaulfieldTim",190,"none"
"top_twitterer","Diaceutics",180,"none"
"top_twitterer","NoSQLDigest",160,"none"
"top_twitterer","pfanderson",143,"none"
"top_twitterer","cathcoste",83,"none"
"top_twitterer","DiagnosticsJoe",82,"none"
"top_twitterer","bioceuticsphc",50,"none"
"top_twitterer","labceuticslabs",45,"none"
"top_twitterer","PatientPower",29,"none"
"top_twitterer","lexinerus",19,"none"
"top_twitterer","myriadgenetics",18,"none"
"top_hashtag","medicine",871,"none"
"top_hashtag","personalized",824,"none"
"top_hashtag","Precision",620,"none"
"top_hashtag","PersonalizedMedicine",178,"none"
"top_hashtag","Boosts",129,"none"
"top_hashtag","Investment",129,"none"
"top_hashtag","NantHealth",129,"none"
"top_hashtag","Precisionmedicine",66,"none"
"top_hashtag","pminetwork",63,"none"
"top_hashtag","pharmacogenomics",58,"none"
"top_hashtag","OpenPOWER",49,"none"
"top_hashtag","hcldr",45,"none"
"top_hashtag","healthcare",44,"none"
"top_hashtag","Technology",35,"none"
"tag","AACC2015",31,"conference"
"tag","Cures2015:
✓",19,"conference"
"tag","Cures2015",10,"conference"
"tag","ASCO15",9,"conference"
"tag","LiNo15",4,"conference"
"tag","ispd2015",3,"conference"
"tag","NeuroFutures2015",3,"conference"
"tag","JSM2015",2,"conference"
"tag","PMConf",2,"conference"
"tag","SIMCC2015",2,"conference"
"tag","bnk15",1,"conference"
"tag","IES2015",1,"conference"
"tag","JSM2015)",1,"conference"
"tag","mHealth15",1,"conference"
"tag","NVC15",1,"conference"
"tag","PersonalMed15",1,"conference"
"tag","PersonalMed15
https:…",1,"conference"
"tag","PharmEd15",1,"conference"
"tag","PMC2015",1,"conference"
"tag","SMB2015",1,"conference"
"tag","WPPAC15",1,"conference"
"tag","medicine",871,"mesh"
"tag","Technology",35,"mesh"
"tag","Medicare",25,"mesh"
"tag","cells",21,"mesh"
"tag","Sports",21,"mesh"
"tag","PAIN",13,"mesh"
"tag","patients",9,"mesh"
"tag","pharmacogenetics",9,"mesh"
"tag","Melanoma",8,"mesh"
"tag","research",8,"mesh"
"tag","pharmacy",7,"mesh"
"tag","genome",6,"mesh"
"tag","Inflammation",4,"mesh"
"tag","alcoholism",3,"mesh"
"tag","Boston",3,"mesh"
"tag","Leadership",3,"mesh"
"tag","nanotechnology",3,"mesh"
"tag","Obesity",3,"mesh"
"tag","ophthalmology",3,"mesh"
"tag","Psychiatry",3,"mesh"
"tag","Qatar",3,"mesh"
"tag","athletes",2,"mesh"
"tag","basketball",2,"mesh"
"tag","Blood",2,"mesh"
"tag","nicotine",2,"mesh"
"tag","Patents",2,"mesh"
"tag","Philippines",2,"mesh"
"tag","policy",2,"mesh"
"tag","proteomics",2,"mesh"
"tag","telemedicine",2,"mesh"
"tag","zebrafish",2,"mesh"
"tag","anesthesia",1,"mesh"
"tag","asthma",1,"mesh"
"tag","biotechnology",1,"mesh"
"tag","Canada",1,"mesh"
"tag","cardiology",1,"mesh"
"tag","disease",1,"mesh"
"tag","Environment",1,"mesh"
"tag","hematology",1,"mesh"
"tag","heroin",1,"mesh"
"tag","infertility",1,"mesh"
"tag","leukemia",1,"mesh"
"tag","medicaid",1,"mesh"
"tag","Mice",1,"mesh"
"tag","minnesota",1,"mesh"
"tag","pharmacists",1,"mesh"
"tag","pharmacology",1,"mesh"
"tag","physicians",1,"mesh"
"tag","Pregnancy",1,"mesh"
"tag","Prostate",1,"mesh"
"tag","cancer",31,"none"
"tag","Iressa",31,"none"
"tag","NSCLC",30,"none"
"tag","pmcon",27,"none"
"tag","Innovation",25,"none"
"tag","IBMWatson",24,"none"
"tag","conscioushealthsolutions",23,"none"
"tag","IBM",23,"none"
"tag","KRAS",23,"none"
"tag","digitalhealth",22,"none"
"tag","IoT",22,"none"
"tag","mHealth",22,"none"
"tag","podcast",22,"none"
"tag","Treatment",22,"none"
"tag","breastcancer",20,"none"
"tag","pharma",20,"none"
"tag","biotech",19,"none"
"tag","Analytics",18,"none"
"tag","Hiring",18,"none"
"tag","cognitivecomputing",17,"none"
"tag","addiction",15,"none"
"tag","indivmed",15,"none"
"tag","job",15,"none"
"tag","POWER8",15,"none"
"tag","diabetes",14,"none"
"tag","FollowFriday",14,"none"
"tag","meded",14,"none"
"tag","HIT99",13,"none"
"tag","PerMed101",13,"none"
"tag","BigData's",12,"none"
