"type","value","count","flag"
"top_twitterer","GenomicsRR",6824,"none"
"top_twitterer","Paul_Sonnier",1476,"none"
"top_twitterer","EricTopol",1232,"none"
"top_twitterer","startupcrunch",958,"none"
"top_twitterer","SeqComplete",792,"none"
"top_twitterer","NoSQLDigest",740,"none"
"top_twitterer","SNRTG",695,"none"
"top_twitterer","cathcoste",624,"none"
"top_twitterer","Primary_Immune1",617,"none"
"top_twitterer","Genomicswatch",584,"none"
"top_twitterer","DellHealth",558,"none"
"top_twitterer","GenomeBiology",522,"none"
"top_twitterer","NatureRevGenet",519,"none"
"top_twitterer","DrKhouryCDC",514,"none"
"top_hashtag","RareDisease",810,"none"
"top_hashtag","cancer",794,"none"
"top_hashtag","PrecisionMedicine",550,"none"
"top_hashtag","DigitalHealth",543,"none"
"top_hashtag","biotech",539,"none"
"top_hashtag","bioinformatics",325,"none"
"top_hashtag","DNADay",288,"none"
"top_hashtag","GBDM",275,"none"
"top_hashtag","NGS",260,"none"
"top_hashtag","SNRTG",248,"none"
"top_hashtag","healthcare",185,"none"
"top_hashtag","AACR15",180,"none"
"top_hashtag","WearableTech",159,"none"
"top_hashtag","Medicine",150,"none"
"tag","AACR15",180,"conference"
"tag","bioit15",142,"conference"
"tag","himss15",140,"conference"
"tag","genetics15",57,"conference"
"tag","Genome15",33,"conference"
"tag","PMWCUK15",26,"conference"
"tag","ECCMID2015",24,"conference"
"tag","DNADay2015",21,"conference"
"tag","PMWC15",19,"conference"
"tag","uaem2015",19,"conference"
"tag","2015NOHC",13,"conference"
"tag","AMIGOS15",12,"conference"
"tag","GCD15",12,"conference"
"tag","DNAday15",10,"conference"
"tag","FNA15",10,"conference"
"tag","GSS15",10,"conference"
"tag","ahcj15",9,"conference"
"tag","Build2015",9,"conference"
"tag","elite2015",8,"conference"
"tag","GRD15",8,"conference"
"tag","NGSUS15",8,"conference"
"tag","RIMS2015",8,"conference"
"tag","BIOVISION2015",7,"conference"
"tag","gib15",7,"conference"
"tag","ANIA15",6,"conference"
"tag","BOG15",6,"conference"
"tag","ILC2015",6,"conference"
"tag","SBBUK15",6,"conference"
"tag","xgenseq15",6,"conference"
"tag","AACR2015",5,"conference"
"tag","AGINDIA2015",5,"conference"
"tag","CHIWPC15",5,"conference"
"tag","cpc15",5,"conference"
"tag","gbcgf2015",5,"conference"
"tag","RCPCH15",5,"conference"
"tag","AAASmtg",4,"conference"
"tag","CARTaGENE2015",4,"conference"
"tag","EBM2015",4,"conference"
"tag","i2summit15",4,"conference"
"tag","JGI2015",4,"conference"
"tag","Myeloma2015",4,"conference"
"tag","OC15Europe",4,"conference"
"tag","BCATS2015",3,"conference"
"tag","BSAS2015",3,"conference"
"tag","camconf",3,"conference"
"tag","CROPS15",3,"conference"
"tag","EFAMedConf",3,"conference"
"tag","GSAus2015",3,"conference"
"tag","khp2015",3,"conference"
"tag","LBBCConf2015",3,"conference"
"tag","Medicine",150,"mesh"
"tag","Genome",98,"mesh"
"tag","research",68,"mesh"
"tag","policy",38,"mesh"
"tag","ethics",28,"mesh"
"tag","technology",27,"mesh"
"tag","nutrigenomics",24,"mesh"
"tag","malaria",22,"mesh"
"tag","epigenomics",21,"mesh"
"tag","environment",20,"mesh"
"tag","Boston",17,"mesh"
"tag","Proteomics",17,"mesh"
"tag","biotechnology",16,"mesh"
"tag","Immunotherapy",16,"mesh"
"tag","melanoma",15,"mesh"
"tag","bioethics",14,"mesh"
"tag","Disease",14,"mesh"
"tag","agriculture",12,"mesh"
"tag","diagnosis",12,"mesh"
"tag","Dogs",12,"mesh"
"tag","education",12,"mesh"
"tag","Nutrition",12,"mesh"
"tag","entrepreneurship",11,"mesh"
"tag","fungi",11,"mesh"
"tag","Progeria",11,"mesh"
"tag","China",10,"mesh"
"tag","ferrets",10,"mesh"
"tag","architecture",9,"mesh"
"tag","Obesity",9,"mesh"
"tag","pathology",9,"mesh"
"tag","schizophrenia",9,"mesh"
"tag","Asthma",8,"mesh"
"tag","Bacteria",8,"mesh"
"tag","Exome",8,"mesh"
"tag","informatics",8,"mesh"
"tag","Leadership",8,"mesh"
"tag","radiology",8,"mesh"
"tag","Color",7,"mesh"
"tag","crowdsourcing",7,"mesh"
"tag","Epidemiology",7,"mesh"
"tag","marketing",7,"mesh"
"tag","plants",7,"mesh"
"tag","adoption",6,"mesh"
"tag","africa",6,"mesh"
"tag","food",6,"mesh"
"tag","microbiology",6,"mesh"
"tag","Qatar",6,"mesh"
"tag","Sweden",6,"mesh"
"tag","Australia",5,"mesh"
"tag","bioengineering",5,"mesh"
"tag","PersonalizedMedicine",149,"none"
"tag","fitness",145,"none"
"tag","mHealth",142,"none"
"tag","mydnafitness",138,"none"
"tag","future",137,"none"
"tag","BRCA",127,"none"
"tag","CRISPR",127,"none"
"tag","StartUps",126,"none"
"tag","indivmed",104,"none"
"tag","pm101",98,"none"
"tag","HealthIT",94,"none"
"tag","NewsFeed",92,"none"
"tag","PWSYN",90,"none"
"tag","microbiome",86,"none"
"tag","Sequencing",83,"none"
"tag","synbio",74,"none"
"tag","ngsglasgow",73,"none"
"tag","Tech",73,"none"
"tag","breastcancer",72,"none"
"tag","eHealth",72,"none"
"tag","Startup",72,"none"
"tag","Analytics",70,"none"
"tag","RareDiseases",69,"none"
"tag","GeneticTesting",67,"none"
"tag","Childx",64,"none"
"tag","data",64,"none"
"tag","job",63,"none"
"tag","hpc",62,"none"
"tag","immunoRx",60,"none"
"tag","pharma",57,"none"
"tag","WIREDhealth",57,"none"
